epoch,train_loss,train_iou,train_dice,val_loss,val_iou,val_dice,lr,encoder_frozen,seconds
31,0.9595676064491272,0.73253333568573,0.8456210494041443,0.8759699910879135,0.8327337503433228,0.9087340235710144,5e-06,False,4.8
32,0.9622764973079457,0.7345439195632935,0.8469591736793518,0.8752240389585495,0.8296842575073242,0.9069151878356934,5e-06,False,4.7
33,0.9467702823526719,0.7680183053016663,0.8687899708747864,0.8739505559206009,0.8310264348983765,0.9077165126800537,5e-06,False,4.7
34,0.9502471965901992,0.7632158398628235,0.8657089471817017,0.8748179227113724,0.8305260539054871,0.907417893409729,5e-06,False,4.7
35,0.9385398345835069,0.7654216289520264,0.8671261668205261,0.8715853542089462,0.8373625874519348,0.9114832282066345,5e-06,False,4.7
36,0.940982345272513,0.766242504119873,0.8676526546478271,0.8718758970499039,0.8350143432617188,0.9100902676582336,5e-06,False,4.7
37,0.9342826885335586,0.7784835696220398,0.8754464387893677,0.864939272403717,0.8379111289978027,0.9118080735206604,5e-06,False,4.7
38,0.930511102956884,0.7778724431991577,0.8750599026679993,0.8670684099197388,0.8381504416465759,0.9119497537612915,5e-06,False,4.7
39,0.931512292693643,0.7686574459075928,0.869198739528656,0.8549967110157013,0.8359887003898621,0.910668671131134,5e-06,False,4.7
40,0.9290834910729352,0.7717345952987671,0.8711627721786499,0.8519369214773178,0.8376849293708801,0.9116741418838501,5e-06,False,4.7
41,0.9254188783028546,0.7840206623077393,0.878936767578125,0.8633681535720825,0.8458924293518066,0.9165132641792297,5e-06,False,4.8
42,0.9243127458235797,0.7901970744132996,0.8828045725822449,0.8590334802865982,0.8450058102607727,0.9159925580024719,5e-06,False,4.7
43,0.9198633677819196,0.7841670513153076,0.8790287375450134,0.860461100935936,0.8482478857040405,0.9178940653800964,5e-06,False,4.8
44,0.9263065527467167,0.7829172015190125,0.8782429099082947,0.8564638197422028,0.8449785113334656,0.9159765243530273,5e-06,False,4.7
45,0.9188366392079521,0.7910870313644409,0.8833596706390381,0.8565474450588226,0.8470200300216675,0.9171746969223022,5e-06,False,4.7
46,0.912990415797514,0.7990554571151733,0.8883055448532104,0.8537898510694504,0.8479044437408447,0.9176929593086243,5e-06,False,4.7
47,0.9273838120348313,0.7582902908325195,0.8625314235687256,0.8472733944654465,0.8469069600105286,0.917108416557312,5e-06,False,4.7
48,0.9092572682044086,0.7873404622077942,0.8810189962387085,0.8420125842094421,0.8500545024871826,0.9189507961273193,5e-06,False,4.7
49,0.9074995833284715,0.792491614818573,0.8842346668243408,0.8392712622880936,0.8513076305389404,0.919682502746582,5e-06,False,4.7
50,0.91002058281618,0.7956106662750244,0.8861727714538574,0.8449969291687012,0.8492887020111084,0.9185031056404114,5e-06,False,4.8
51,0.9040118666256175,0.8001994490623474,0.8890119791030884,0.8455490916967392,0.847871720790863,0.9176737666130066,5e-06,False,4.8
52,0.9048336323569802,0.7920352816581726,0.8839505314826965,0.8397765308618546,0.845623791217804,0.916355550289154,5e-06,False,4.7
53,0.9013497724252588,0.7930358648300171,0.8845733404159546,0.8374909311532974,0.8478361964225769,0.91765296459198,5e-06,False,4.7
54,0.8933310473666471,0.793240487575531,0.88470059633255,0.831767737865448,0.8498848080635071,0.9188516139984131,5e-06,False,4.7
55,0.9003008463803459,0.8006561398506165,0.8892937898635864,0.835511177778244,0.8503892421722412,0.9191463589668274,2.5e-06,False,5.0
56,0.899827333057628,0.7933751940727234,0.8847844004631042,0.8299632668495178,0.8493683934211731,0.9185497164726257,2.5e-06,False,5.0
57,0.9048316093052134,0.7725379467010498,0.8716743588447571,0.8289475589990616,0.8511235117912292,0.919575035572052,2.5e-06,False,5.1
58,0.8915379222701577,0.8086380362510681,0.894195556640625,0.8314169198274612,0.8523092865943909,0.9202666878700256,2.5e-06,False,4.8
59,0.8951117466477787,0.781559407711029,0.8773879408836365,0.8220304101705551,0.8520012497901917,0.9200870990753174,2.5e-06,False,4.9
60,0.8959528593456044,0.7999495267868042,0.8888577222824097,0.830444946885109,0.8542351126670837,0.9213881492614746,2.5e-06,False,4.8
